step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
463,CASH_OUT,2649.130942118583,O6426,9057.96051071964,31178.518927433397,D6426,18522.17600131351,232.04745604516998,0
225,CASH_OUT,7892.034794086388,O6427,44184.558250469985,74014.74988465535,D6427,34049.81517174968,31239.930115913383,0
313,TRANSFER,570.6048209588457,O6428,19748.11992869218,29515.537894603123,D6428,52574.804223317384,37372.422917804324,0
615,PAYMENT,522.5839494695864,O6429,75421.98806461127,42228.90954894095,D6429,139916.1100827135,7931.684274388619,0
466,CASH_IN,1403.4251404328083,O6430,53733.69023485697,4257.760013217342,D6430,50711.76897781914,17134.31302535206,0
88,TRANSFER,5899.533611364916,O6431,7004.959677617289,24838.63186581347,D6431,71558.11083678182,28631.841557399985,0
303,PAYMENT,2344.699552134206,O6432,87701.07741346517,40430.258911922676,D6432,73263.64957807754,1648.0781459176042,0
680,PAYMENT,6672.489294360085,O6433,38360.06679929135,77391.02861655131,D6433,12645.148328844072,53611.95339604445,0
435,CASH_OUT,2594.2787392599303,O6434,52079.797960861215,8770.597597464177,D6434,501.62444352327356,16908.1316917578,0
682,CASH_IN,411.67889777498965,O6435,13481.02266411632,54571.38095455605,D6435,44517.27672903231,62527.29105617657,0
135,PAYMENT,32722.130375277524,O6436,46704.432805847646,24760.83528690461,D6436,66269.9055024938,3749.9621449705573,0
50,CASH_IN,5713.693048081665,O6437,14774.302198764197,144337.344937998,D6437,28443.316647787426,110134.33768371443,0
432,PAYMENT,4988.360756654691,O6438,36155.759703834,42605.36205680474,D6438,203718.66418224177,17189.99445895681,0
340,PAYMENT,3401.6072750999842,O6439,33744.19995302723,925.5361208846343,D6439,14041.33840011981,61946.182733688016,0
347,PAYMENT,433.9776713452976,O6440,65669.88313418555,30994.816874311677,D6440,6688.7397259109375,49668.69452285938,0
646,PAYMENT,21061.208728168658,O6441,4475.760194910871,28657.528157779965,D6441,176551.72511523985,17791.168371223685,0
347,CASH_OUT,3134.6198813489364,O6442,5426.811680631571,3269.305290922333,D6442,22056.936297347787,14123.244821824848,0
649,PAYMENT,211.12823653114887,O6443,37457.11614949442,10986.687020896594,D6443,129217.71773336909,7395.502376789282,0
245,TRANSFER,2102.345453239447,O6444,5554.713688555156,164452.9272985563,D6444,18634.33439413203,200259.92499935793,0
109,PAYMENT,167.33695766504647,O6445,79998.4817815872,24594.060281821763,D6445,19576.893753899625,6446.441436096315,0
533,DEBIT,3533.993913638204,O6446,96152.22990068099,36790.89554917386,D6446,132317.84384014102,24216.19338987083,0
90,PAYMENT,7014.136301167972,O6447,16975.66335179878,30212.892813090082,D6447,26381.576264045427,586.660350419072,0
296,CASH_OUT,15762.266414041682,O6448,48126.231805887175,17760.6165939793,D6448,20350.398986024917,6426.5296379368865,0
112,DEBIT,9269.957505976136,O6449,21838.98260786616,32785.257700975635,D6449,8160.643442957048,51145.56969111902,0
589,PAYMENT,1581.4542526045798,O6450,8379.623425600857,241417.89919569678,D6450,59037.411918710815,76439.3895605555,0
177,CASH_IN,2131.191722908612,O6451,192712.4287182193,196140.2575735169,D6451,2167.599202875934,25950.174494388946,0
343,CASH_OUT,3667.1812522848672,O6452,77320.29460699986,110343.24315856601,D6452,12023.0114180809,14519.411907080446,0
660,PAYMENT,5776.249128157372,O6453,286655.3054470828,4117.67427561023,D6453,33246.8162539821,45974.317404287714,0
101,TRANSFER,6665.731901384329,O6454,2768.9944851343193,541.5057915109436,D6454,26615.010748103206,51357.57072211473,0
629,CASH_OUT,9471.062338953245,O6455,15697.976561465513,7521.718609644298,D6455,48296.10125704748,7071.65252788976,0
604,CASH_IN,1272.2187878831405,O6456,5039.257211442949,55239.19299611601,D6456,66332.44503435427,50033.937825305555,0
401,CASH_IN,592.3522929392997,O6457,26858.26682400538,66333.95844173939,D6457,23155.36359133324,5907.639165603956,0
28,CASH_OUT,977.4451028221567,O6458,57459.650402466046,4163.383388477299,D6458,6442.248394670606,37075.26919589471,0
537,TRANSFER,14358.045389148512,O6459,59283.03210854225,45877.51465451456,D6459,46176.3879180362,15643.715160047428,0
58,CASH_OUT,709.9204692243642,O6460,163377.31810919836,33297.786584049034,D6460,3632.5465587346216,102089.01920651154,1
498,PAYMENT,1920.480463306455,O6461,58939.16865370348,49423.21661605341,D6461,29436.393731262673,34951.74733835992,0
297,DEBIT,1089.3736591724607,O6462,41453.60679196068,4799.103675521552,D6462,41002.95939741063,66286.39441978815,0
134,CASH_OUT,586.7519086511998,O6463,8456.396380922155,56639.642149644744,D6463,59276.34128667796,88289.1609041457,0
331,TRANSFER,3740.7614799025228,O6464,91224.68614920389,65365.645206164,D6464,89219.85320985853,45800.74171778519,0
249,CASH_IN,2385.3430049931962,O6465,18202.603478218494,9378.036486255072,D6465,396.7624970178884,143181.86549284472,0
550,CASH_IN,6484.131588638845,O6466,15061.553634447817,91874.6740731196,D6466,53300.162548797125,42682.30920893888,0
75,CASH_IN,2492.0405442415467,O6467,14580.85856580858,3293.4593161274865,D6467,28264.037765718826,8667.825960034806,0
654,CASH_OUT,4055.241823488585,O6468,30417.386624595572,262.9038583603482,D6468,55146.39905948348,26956.86714049857,1
168,CASH_IN,8591.894914407787,O6469,585.0626394932159,79321.40958240605,D6469,7543.097875454692,920.3099144839114,0
503,DEBIT,3748.5662710023075,O6470,17525.889270331674,36891.068536698665,D6470,146033.8067920418,87411.26834593908,0
355,CASH_OUT,2875.673533786708,O6471,48398.390679933036,18504.52496830746,D6471,22939.984722928584,47789.55087880557,0
225,PAYMENT,708.6884100305036,O6472,36463.268483248685,8481.687314977618,D6472,25372.56705868551,45993.14441189706,0
664,PAYMENT,4097.891659941844,O6473,9774.76269404849,128052.84148609011,D6473,26673.318307421563,37421.21143477103,0
531,PAYMENT,521.8240923702923,O6474,59128.23246766913,28879.89367675489,D6474,14806.287711548235,27390.374096530275,0
146,TRANSFER,554.0470087870937,O6475,99271.31288447687,21694.54266090845,D6475,18703.116635686954,19504.378740925575,0
241,CASH_IN,2999.9446215927546,O6476,86692.97368205347,1362.4087539405537,D6476,24916.31985474946,19141.15696976174,0
344,CASH_OUT,3663.598190298398,O6477,221468.9743401115,35371.13043657487,D6477,25968.11738428764,37215.91873100886,0
35,CASH_IN,6862.514721668077,O6478,208711.56021786906,2487.6354959374094,D6478,3377.5844790001106,23718.856582911794,0
702,PAYMENT,3048.875988112937,O6479,99822.05614812474,44043.2969128872,D6479,81521.76189811945,81153.27744566351,0
1,PAYMENT,4856.575235172932,O6480,44021.38897503264,40568.49533341046,D6480,145477.20451994025,6950.878494629201,0
153,TRANSFER,12617.057022548537,O6481,85993.57111714117,19322.55053736971,D6481,12934.587954268436,67660.53674419482,0
429,CASH_OUT,14068.336457679468,O6482,211448.2152892464,25533.83701865603,D6482,97639.35499763286,39648.24479294401,0
508,PAYMENT,1532.022212509754,O6483,35613.97428124423,37896.91917485767,D6483,14055.265978543439,10131.229076092794,0
126,PAYMENT,3045.2835247047374,O6484,17733.574780700703,28859.074132892398,D6484,40562.80287259177,20631.878426769883,0
491,CASH_IN,3787.223309014169,O6485,39376.76841671216,30756.10796244529,D6485,170404.88645086167,28044.456491473746,0
482,CASH_OUT,2961.754443825092,O6486,101246.09667749116,39534.533696124905,D6486,79291.94930939907,6607.281705756571,0
345,TRANSFER,16536.384752000264,O6487,23311.15921809281,112606.6897225394,D6487,60404.45524518592,67285.6279436581,0
738,DEBIT,1714.777726017189,O6488,12444.605149154813,12467.422130488525,D6488,14417.163440991764,40397.85692537008,0
221,CASH_IN,3661.976777977368,O6489,35708.01367389042,194612.31454778207,D6489,46534.23378500884,6429.570054107224,0
723,PAYMENT,671.7892828064618,O6490,121028.80263723324,3625.8090771957395,D6490,6384.883148326745,3108.5431157553576,0
25,TRANSFER,4969.321275210005,O6491,10725.897763245792,102864.7023461858,D6491,160863.38637685854,3892.9231971242684,0
528,DEBIT,1988.7461573662263,O6492,28647.42686063588,28807.099059416225,D6492,10855.537969677047,7431.273317777688,0
182,TRANSFER,8187.996573125761,O6493,36976.273320213775,15905.91608026358,D6493,88578.5171892444,32654.67597740876,0
499,PAYMENT,698.4569831604919,O6494,29201.217991210626,49756.09257072821,D6494,99371.22205181769,2900.339320143035,0
641,PAYMENT,10592.512171539393,O6495,7131.019958404583,46620.156507914915,D6495,18444.044740720565,61729.01650236284,0
42,CASH_OUT,2811.3846995997233,O6496,4775.4734943262965,101260.67016001054,D6496,23718.514742446485,7493.788458697339,0
481,PAYMENT,2615.4905069496726,O6497,14512.701233370015,937.0319043791302,D6497,78517.32958505365,20537.594304272323,0
439,PAYMENT,7207.290372290288,O6498,21814.547403718047,46112.53530485501,D6498,147509.0751736281,20415.050750431215,0
402,DEBIT,1799.142051930975,O6499,5253.792580399864,74155.94860382701,D6499,32018.04334689718,49727.276044190134,0
546,CASH_IN,9740.315432032578,O6500,27925.938411063384,95086.46365681483,D6500,9215.801506429783,32323.83749881566,0
345,CASH_OUT,1624.2609200306176,O6501,26226.386690982006,62733.69972567887,D6501,22953.679355648033,171143.51077354013,0
45,PAYMENT,6575.412091379034,O6502,58365.73479185792,14039.34440775789,D6502,4292.758050470488,52169.09430356003,0
646,CASH_OUT,287.40436712907507,O6503,32107.090524679617,48849.020016461895,D6503,15868.1856783684,62875.658022313306,0
21,CASH_IN,6036.179978818645,O6504,72852.79749152792,31033.188246031124,D6504,36106.73650282846,51865.47084695784,0
634,PAYMENT,1523.330160957984,O6505,35629.015116412076,42416.640158984344,D6505,25743.638256199436,58732.19868236164,0
70,CASH_OUT,6491.683041241183,O6506,115858.4120995422,12890.7481821598,D6506,5671.335797519752,26042.664436809926,0
48,PAYMENT,8768.108354498094,O6507,56256.64521654767,4685.764981691441,D6507,151761.4954703302,46366.30759654569,0
491,CASH_IN,934.3885073523992,O6508,107551.22590157935,27833.558373373464,D6508,7032.488349553925,45786.36483682598,0
551,PAYMENT,913.7741084144358,O6509,2881.8732746512433,32657.17666931635,D6509,308.3424357449087,128753.00246245405,0
287,CASH_IN,6833.5562605917785,O6510,140711.61320245222,549.7917962456447,D6510,5263.428973226993,107674.48218643654,0
10,TRANSFER,931.1108443731889,O6511,1989.3343328574558,5475.331772422591,D6511,7748.150729578209,12526.079186259829,0
542,CASH_IN,98.7457651560418,O6512,146796.6288340022,183156.12383142277,D6512,25075.263563312983,74232.18428023298,0
274,PAYMENT,318.10166985594736,O6513,67643.5781033105,42112.62993551715,D6513,56681.01241754954,19592.510937076284,0
600,DEBIT,132.1892129168746,O6514,74604.54418025812,118518.60581790272,D6514,32283.92641543571,25829.374865823822,0
381,PAYMENT,11900.121862857131,O6515,11500.314667933773,33486.66302358723,D6515,2007.0293624350384,21739.16370029447,0
329,PAYMENT,10016.918350368953,O6516,56699.928324999215,69196.04993515645,D6516,54948.209894446256,12379.853977019404,0
479,DEBIT,4052.963986845038,O6517,48950.78051238037,10452.800756858125,D6517,64834.09881390736,57928.893144503825,0
15,TRANSFER,3590.5986311373904,O6518,18434.405138231497,46579.3938261155,D6518,48483.50836887208,39650.219673320695,0
516,CASH_OUT,1397.759510707107,O6519,31006.912644564312,60337.979509157325,D6519,9214.325315809014,24145.292441135192,0
191,DEBIT,3459.3008048773927,O6520,64205.664147852534,20062.456099435592,D6520,74623.6479519639,12166.40445767061,0
168,CASH_OUT,13386.93960733072,O6521,42820.99597744841,42004.67815366875,D6521,41655.170601680366,30135.674323238283,0
521,TRANSFER,4222.274859870435,O6522,14472.591529973153,47773.62641284279,D6522,35037.64759153692,27991.329766871764,0
621,PAYMENT,292.52555591813433,O6523,7011.271392193733,35916.986588415355,D6523,20497.37322622684,32427.317333210933,0
137,CASH_OUT,188.53353516742624,O6524,10518.259238044475,156404.41131205994,D6524,24473.37572406959,19638.707677757473,0
154,PAYMENT,10254.594279002391,O6525,172422.73878084702,51430.49155822571,D6525,52074.41506551095,58640.30981123264,0
388,TRANSFER,1222.9344618452453,O6526,7613.900623229241,4604.259984799444,D6526,102104.01653803731,81061.95350731297,0
209,TRANSFER,23.94778125355978,O6527,26304.760854872584,99271.14559147922,D6527,2811.660766864258,97191.89575791328,0
272,DEBIT,6808.307514187732,O6528,40967.587184368196,15265.919783503434,D6528,114517.49036194579,30366.348762968028,0
143,CASH_IN,8554.275101228626,O6529,28821.782907137327,23158.19781825309,D6529,23075.72144861582,89386.00923167233,0
611,CASH_IN,1686.4767173719783,O6530,4181.216626524791,68758.69546458936,D6530,18280.265333880416,14504.133763107957,0
69,CASH_OUT,8908.440818750638,O6531,48189.28731307301,66497.9157860417,D6531,118369.27471578427,17276.085071064936,0
247,CASH_OUT,8160.020515729635,O6532,18101.305500193095,40457.18623309104,D6532,93320.75128316903,34072.788247924735,0
261,PAYMENT,3335.3627758124403,O6533,74592.04737465842,890.8755203794583,D6533,16320.830239590423,49899.53761698983,0
79,TRANSFER,13946.151941830289,O6534,48878.263531902296,11652.600556980866,D6534,52568.94791324358,11964.956849076872,0
658,TRANSFER,9310.709157280846,O6535,145517.55404632798,72634.62576644459,D6535,89982.36186975958,164532.96436828314,0
623,PAYMENT,149.94533624587223,O6536,7047.82219531424,16848.945482025214,D6536,25002.301425544443,88486.55324669344,0
605,TRANSFER,11501.651640085582,O6537,37572.15781361391,64333.52439447283,D6537,52617.83118315466,80066.74735731614,0
525,TRANSFER,3895.524713261474,O6538,142501.21469282475,3771.4475788122973,D6538,50519.05618961096,47300.952031760826,0
621,PAYMENT,3161.9806395642236,O6539,33116.04029679392,177226.19646899134,D6539,78471.06658026011,62177.66428045565,0
330,CASH_IN,15768.821864004904,O6540,19188.90669353888,35077.27573213057,D6540,27221.89887119783,44854.531301282186,0
189,PAYMENT,1675.9577637589848,O6541,92187.04531139182,58438.91355211485,D6541,97070.59409229083,114501.63789409837,0
95,DEBIT,2889.1008481481717,O6542,3217.769705200662,56838.40694637107,D6542,47030.506286284275,85036.73046277532,0
617,CASH_OUT,1014.4444030636055,O6543,54167.2064440084,152002.9371321145,D6543,1005.1141856149678,41846.92379178894,0
8,PAYMENT,10275.313500441358,O6544,15208.773137487591,28036.003813695614,D6544,21225.533690514425,44498.82395238395,0
67,PAYMENT,350.4050305326544,O6545,8172.353208897541,5522.465849115006,D6545,69258.56987388898,40786.07539797593,0
496,TRANSFER,78.43075366033482,O6546,139246.13363282842,2611.0751263717375,D6546,70239.17604323459,37637.66967651212,0
191,PAYMENT,823.0763051520022,O6547,67908.88959227945,59623.2431614583,D6547,21310.771121181915,68920.58078374734,0
366,CASH_IN,5016.783109647243,O6548,104387.27737185737,60484.24029912953,D6548,190297.84952545795,153.2810500491317,0
521,TRANSFER,624.8044895015679,O6549,37973.89619175322,6677.599208289397,D6549,58537.57484264863,34729.3446589149,0
117,PAYMENT,12669.644062307525,O6550,14447.503579645785,30028.010568743048,D6550,1856.440519010536,31336.503453756264,0
267,PAYMENT,5673.207432692221,O6551,42897.21404353889,7301.634152654983,D6551,1537.694110218103,31418.30899257666,0
611,CASH_OUT,5742.465717222105,O6552,173736.4826315381,76797.10381783749,D6552,15801.331283127281,55720.34144667367,0
485,CASH_OUT,17988.658636573826,O6553,9812.637850753534,19899.330618344196,D6553,6035.063504624255,4132.8761013473295,0
509,DEBIT,295.69580220404316,O6554,113547.48813143717,82985.42942516912,D6554,63936.86708047895,3225.7704950973293,0
298,CASH_IN,5290.457409035985,O6555,29106.129810031078,71568.70972120353,D6555,87571.7962929784,80733.55841614697,0
164,TRANSFER,11468.96900284774,O6556,28384.169749263903,102458.84575257989,D6556,11090.71638050677,11782.913527430268,0
376,PAYMENT,4795.917528410632,O6557,32265.9390941168,20087.108471191714,D6557,172165.27866432868,2234.3875726881706,1
653,PAYMENT,3082.8493028484995,O6558,94946.47979650555,209700.09795096298,D6558,28422.177781332397,203455.40700542592,0
268,PAYMENT,116.50994413964858,O6559,42869.455034781065,33210.10561684076,D6559,98850.95385124252,50785.20465918889,0
549,CASH_OUT,938.9531099293251,O6560,68914.54795382549,10582.94818579321,D6560,42841.112227544305,6960.198450689672,0
74,TRANSFER,12680.807770964928,O6561,45008.74160986901,1225.7743243236482,D6561,110089.88703637056,1825.6679038652176,0
508,CASH_IN,19223.945895535377,O6562,5629.812663551567,8096.003723370951,D6562,38022.13287168043,180480.70036777214,0
73,PAYMENT,3389.2077962002036,O6563,55356.71022059191,36985.59461682448,D6563,32344.954115618624,77725.11975674723,0
308,TRANSFER,11438.72064752346,O6564,15827.464830338564,5903.1342871769475,D6564,89015.20595165544,17282.007520509313,0
199,PAYMENT,3253.8748613541406,O6565,4365.265910760335,36965.7433149317,D6565,35848.527789749984,239433.3857960694,0
130,DEBIT,866.861783908757,O6566,9316.496995817406,24422.547279644543,D6566,5799.276439014835,103723.26294402448,0
572,CASH_OUT,446.6081941351896,O6567,49718.929271932786,41749.129197119015,D6567,39107.95024438599,3621.235383115368,0
615,DEBIT,8943.547100420414,O6568,77705.02755577386,75895.58527347358,D6568,680.3921746603132,107379.66542815279,0
487,TRANSFER,13897.135027450584,O6569,19883.73410245216,45188.01016497553,D6569,60194.58298781243,15612.187197502004,0
151,PAYMENT,2636.037834252176,O6570,28488.297896967248,67348.41501939553,D6570,69533.09683303296,198382.53783657323,0
669,CASH_IN,678.4321220144199,O6571,26307.07786487993,39339.02955694245,D6571,16907.681493664884,41932.22764238641,0
206,TRANSFER,9382.189320875754,O6572,32340.91993843687,181611.66420758626,D6572,17911.658705324604,21689.51792128176,0
179,PAYMENT,2100.7022825193762,O6573,32120.427828259017,20473.307300495937,D6573,85433.07139768318,179749.16834174038,0
197,CASH_OUT,3339.7171126251615,O6574,179.24751774565107,31154.943734817243,D6574,95576.88035867192,2385.7451539058347,0
735,DEBIT,24955.15121035281,O6575,93971.99323457052,26830.950008359232,D6575,71144.33914791011,18404.533448401282,0
89,CASH_IN,5666.283480212889,O6576,23731.089763186246,206053.93471385667,D6576,15321.434927710075,42504.57316001597,0
434,CASH_IN,6395.291576856801,O6577,60386.00933369224,76693.90922182829,D6577,106098.4869718605,184.58752721697644,0
183,CASH_OUT,1651.6445064696234,O6578,3622.889006133597,14632.010592292663,D6578,36024.12221932878,15810.43599056385,1
209,CASH_OUT,1485.2741313424456,O6579,116585.08215405954,11999.942744646101,D6579,33589.86486580152,46158.982149994554,0
493,TRANSFER,1738.8348245258783,O6580,86765.72420398559,102545.08268672276,D6580,20140.373018449853,4118.050234704953,0
130,PAYMENT,4557.255772175301,O6581,54168.19174648851,33336.420191098514,D6581,69280.39891984042,13095.704933481447,0
665,DEBIT,13859.346176228271,O6582,1189.6333821495093,6036.883026844948,D6582,49382.080266172154,429.2584532552067,0
13,CASH_IN,5781.0370490883815,O6583,97352.25505969192,6562.959497682623,D6583,10788.905152339968,23995.549676829407,0
634,DEBIT,1693.8174805262013,O6584,64485.283294051995,31411.67857870497,D6584,55604.83374820251,6638.492792210979,0
732,PAYMENT,5134.057920080995,O6585,146592.25523120206,40765.890375710296,D6585,101456.88788538343,59429.029923633534,0
106,CASH_OUT,747.9570624615496,O6586,88040.36772198453,20866.284795606556,D6586,48711.46729776387,86899.3592452292,0
375,PAYMENT,2783.8724801575117,O6587,152129.40024758969,69130.71281570937,D6587,77177.36820855817,35812.11894634957,0
582,PAYMENT,10975.641657916049,O6588,30623.400650083902,19533.105616740817,D6588,62311.492641561425,3650.587710526004,0
707,CASH_IN,1431.2705448916422,O6589,88782.06353561489,24233.491709826085,D6589,28813.638092353816,34460.153186035095,0
698,TRANSFER,4083.498175478839,O6590,38045.34433894808,768.7153882441627,D6590,6132.310223113381,120183.30832306221,0
99,PAYMENT,400.51522351361905,O6591,167386.13579322273,28403.954259978644,D6591,27648.694499314053,43369.52280510399,0
594,CASH_OUT,458.2210729098841,O6592,1722.5639757959993,1900.5439336901713,D6592,80006.1167979035,71830.76340275272,0
587,CASH_OUT,357.09726985250023,O6593,16171.450048150462,68739.79116162652,D6593,88165.21918767825,52398.30703019844,0
192,PAYMENT,1177.9008143612307,O6594,2512.1229615578563,24380.71492545628,D6594,33588.87666445399,80654.63727146572,0
325,TRANSFER,3041.1065301651847,O6595,31973.96242483804,17556.47632983685,D6595,94513.28777576817,21366.982492474017,0
726,PAYMENT,12317.236262453946,O6596,73180.08342724638,5512.67442055661,D6596,116085.76396850283,608.4289948796957,0
467,DEBIT,2140.801721696917,O6597,45295.30757118896,9443.516519368284,D6597,7739.917719046422,27610.527319937482,1
367,CASH_IN,4992.497706247573,O6598,76497.52748843365,83978.70299639193,D6598,39436.11556306588,93658.11156801358,0
318,TRANSFER,4059.2714185646296,O6599,36815.533242068144,59353.55437902283,D6599,83526.28667545332,72908.2342814245,0
144,PAYMENT,785.1726690921272,O6600,2762.611701701005,17755.148578697437,D6600,94063.13781837269,64706.52992225009,0
384,DEBIT,3221.6322351310205,O6601,93349.85466845214,24985.073539453788,D6601,119257.13413061989,9106.04503434228,0
216,CASH_IN,753.8701958351504,O6602,36528.15190153869,20176.37995537811,D6602,52016.15555400783,32953.125888381604,0
361,PAYMENT,1849.101128230496,O6603,63891.20285235966,1919.2675571089692,D6603,34319.44903453321,79177.01651778811,0
324,PAYMENT,531.1376592241324,O6604,17438.04873200554,2394.4482893525137,D6604,12566.381569284857,38541.13562446364,0
15,TRANSFER,1220.255136552302,O6605,289419.79915996944,54773.71360262454,D6605,40503.26028289298,15547.241318731722,0
217,PAYMENT,2325.1832327007833,O6606,24729.353750696413,94610.11730874093,D6606,48306.444483556224,13767.280354533708,0
492,CASH_OUT,4897.761220168811,O6607,113866.53459807254,87694.71735100882,D6607,68580.7518720411,183470.3154348062,0
547,PAYMENT,741.2511716190219,O6608,9801.00442015757,776.4030276728048,D6608,151800.5075588456,22740.60678126038,0
183,CASH_OUT,4516.420961020377,O6609,57339.99243393331,29099.193608862533,D6609,46735.601324524,23520.21818172282,0
270,PAYMENT,1389.0853565149714,O6610,33002.410379267436,60548.22332309744,D6610,87810.41895715917,139448.82740017195,0
467,CASH_IN,342.6675158274312,O6611,192490.18515663504,11660.595408956318,D6611,93269.75013739923,84847.54415962491,0
612,CASH_IN,12494.982119969722,O6612,56182.701782024706,20101.39820487736,D6612,75277.44019835221,77284.17241704397,0
519,TRANSFER,259.50172409212774,O6613,12138.958778496288,100353.82481879447,D6613,17320.593673404474,57459.39991374258,0
542,PAYMENT,9227.382736032741,O6614,21902.120890127146,91048.0056965771,D6614,13084.567221506779,30772.3362773834,0
467,CASH_OUT,6352.511811748166,O6615,36641.001873111956,137704.87482099663,D6615,25523.483565295308,72915.6678757571,0
305,CASH_OUT,1717.6191505239506,O6616,102453.20212142594,9509.206295530486,D6616,25319.08323118301,650.8186172864329,0
144,TRANSFER,6326.48034236943,O6617,35312.13708530432,31050.779999543964,D6617,32928.4809598791,6837.561342047817,0
111,CASH_OUT,1524.4743528369017,O6618,4209.654173407637,218649.13138192947,D6618,6193.314890718619,13368.82933156954,0
232,TRANSFER,7898.0314519442045,O6619,7603.5377568019885,51244.33092343039,D6619,14752.54306250101,62322.111669637125,0
691,PAYMENT,529.690997095038,O6620,30451.92580622817,64975.659911482675,D6620,1759.6762602756853,87615.4911660311,0
584,CASH_IN,163.67147750703862,O6621,7100.998771292634,35455.5355924075,D6621,7445.349654285563,80755.70567117214,0
722,CASH_IN,743.9230877056821,O6622,26984.544039654334,68922.31417357584,D6622,27478.047866446297,20213.110069356757,0
732,CASH_OUT,6345.79472822774,O6623,18217.102252241228,316.1762195937301,D6623,41548.287250511166,61876.14297010291,0
592,CASH_IN,17147.01663406246,O6624,1336.6702222892668,112088.45783381558,D6624,135145.00877667675,80145.58992777482,0
500,PAYMENT,5290.954029970517,O6625,185389.2329937741,49493.931811386115,D6625,23921.952877510215,31700.27823934965,0
595,TRANSFER,10469.709755712945,O6626,70305.33068830907,64122.33652661543,D6626,288.3935426517268,277.67013857973126,0
554,TRANSFER,135.4698419725579,O6627,46381.00617930817,119088.25929166391,D6627,6577.753402804742,71954.8131880301,0
273,CASH_OUT,2642.7637676537956,O6628,17321.06658116779,42692.858670944144,D6628,8795.318236446421,12194.593122794879,0
703,CASH_IN,4285.977673231082,O6629,8620.213865708613,6685.739385406106,D6629,8648.377422393427,28026.577589465247,0
173,CASH_OUT,2598.221039535825,O6630,25386.12964784127,31848.42366270943,D6630,21774.112171801138,137887.85445471318,0
7,PAYMENT,6267.1936317089285,O6631,616.9575619532841,81339.91056640957,D6631,19079.842122214974,79013.20686343004,0
155,CASH_OUT,1252.4683694299845,O6632,39298.88231356802,87051.30132300527,D6632,81327.57653603682,1075.1881746695171,0
522,PAYMENT,1523.199880311859,O6633,172.52718062182836,53593.39316956624,D6633,159034.50492373342,17976.246903652875,0
546,CASH_OUT,3537.6351527699076,O6634,17456.94559029966,12560.664664949896,D6634,40936.93599997236,44828.73941522376,0
548,CASH_IN,5459.031830658616,O6635,9182.432794270482,66653.38738910023,D6635,11103.93839868811,91782.07200595141,0
518,CASH_IN,698.8627085040492,O6636,108190.57726910796,50775.79699835283,D6636,84410.80302495927,9642.761628774257,0
215,TRANSFER,1785.1852316979582,O6637,99062.68120771021,1562.2214960884312,D6637,31433.701771091688,68929.54483079907,0
134,CASH_IN,1648.849745935332,O6638,75348.55772691163,29662.166643199744,D6638,43711.152173833216,32637.94045553437,0
285,TRANSFER,3310.86900075039,O6639,64556.67426362797,43824.693198307294,D6639,66756.2103080102,103859.58736224267,0
126,CASH_OUT,16660.049225719453,O6640,77070.63808335399,54587.45900380444,D6640,13853.747878674025,13311.639067029175,0
439,CASH_OUT,2479.9379322597097,O6641,5865.500025350965,41315.33669896015,D6641,48314.73256414499,44445.558388978614,0
686,DEBIT,9787.119137089487,O6642,68159.77490861308,9971.667290634163,D6642,36169.544366473274,59087.29030561876,0
152,PAYMENT,2559.7631849333934,O6643,94465.64679323301,1230.6868258352497,D6643,104771.58649905151,157000.6872826045,0
331,PAYMENT,1954.7339896746407,O6644,14751.598596472852,26835.995182341827,D6644,30379.880756701554,21695.250984081504,0
538,CASH_OUT,480.465438159496,O6645,45398.89538644444,99684.49681939592,D6645,22133.257077380043,135805.82920991967,0
383,CASH_OUT,6190.684438537287,O6646,40841.06016686914,34602.76345934618,D6646,10046.1305739108,76678.42910727588,0
115,DEBIT,1702.826782768309,O6647,13880.100534738951,121065.3578897831,D6647,289360.3905274253,151777.09308390273,0
482,CASH_IN,6035.411525629356,O6648,2010.2501817425941,87353.11798415905,D6648,4336.877896238727,12247.215929628099,0
284,PAYMENT,2274.591535819859,O6649,115928.92871768556,50815.05416428097,D6649,2940.5202781966577,72239.40855273322,0
75,DEBIT,79.39112437861337,O6650,42144.425747864814,27227.718839428944,D6650,26151.763754993368,26497.342760426578,0
166,CASH_IN,859.9836884629952,O6651,30287.08500759767,97134.80470026638,D6651,11808.747226441283,98415.85937393093,0
189,TRANSFER,7513.750258473883,O6652,99960.36748409767,27225.565305622633,D6652,84604.30333337514,90300.8972875417,0
78,PAYMENT,1221.4483773128209,O6653,63493.13896993155,102460.89076898037,D6653,4917.354062341596,14520.612228163882,0
602,PAYMENT,1307.8265638738626,O6654,9585.694098643622,298576.8188762514,D6654,49638.590026087535,198756.9558587642,0
688,CASH_OUT,2027.4698406625344,O6655,34380.43853331815,63951.815820955126,D6655,62459.69210841524,236060.757304835,0
21,TRANSFER,1020.6472627697592,O6656,51208.79642466715,9729.638183141866,D6656,67868.34066182552,27166.539719396882,0
566,CASH_OUT,3866.721083688648,O6657,61515.460723927565,33911.7877569247,D6657,64415.34406017276,5608.5942262501885,0
184,TRANSFER,3608.7738450450156,O6658,46804.996205187614,8856.37626535158,D6658,39350.14542866484,171259.9225978161,0
222,CASH_OUT,4993.619044099329,O6659,32668.43880979436,73539.13328842013,D6659,29800.092605199596,3519.6765577283886,0
